0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
605.0694001857427,268.60772135727154,426.58733348012584,100.64715603532312,447.2152629924582,139.32108711895143,404.85060817249905,127.38536097484504,328.97500511412744,105.94383902759458,492.2558032984496,162.4549264518854,437.9740320466634,77.20502978157897,403.6874327840843,76.32727986215147,313.69127255066377,80.33310752413117,354.87424314326495
1781.621131681604,650.2170183080674,1366.2218608663666,325.66850137575665,1488.5547592512717,444.9997643011365,1372.485186821665,312.7518170172936,1292.4592257295174,254.1404012494831,1618.0818233270747,721.3491319628369,1466.17037170784,347.5649484612352,1425.8419676570793,249.58543366338193,1173.318755975165,280.07509616041904,1305.9012579784642
1642.1145091907686,264.15459276839863,1528.2150873128055,368.8752725104175,1759.4882330084217,489.9024948023978,1705.5912734007975,169.09174404760293,1896.4943149012997,93.06918258606056,1805.2517537286717,1207.153994204776,1674.2521968321184,509.05811721466307,1808.431422264468,256.64450989637027,1567.518965749263,297.4161988299198,1734.863287025693
778.1158388231933,-171.2938370936384,966.6803621485038,219.20382497450152,1163.2964645137642,300.34864485213865,1239.2464786338574,35.87906192829864,1453.0776489123934,-81.68023627982406,1015.89061199941,1024.7300572407896,957.5675831921639,280.3353747379957,1236.9002796841587,131.3340817096021,1074.835491716912,135.61376939701634,1256.9340380413414
988.0277043851275,141.63778348117836,937.5266195581997,148.32166264970104,1118.5085983514703,289.54580444190833,1214.4961924495458,202.1167119322676,1222.6362380605656,69.46344719452313,996.3309438481558,700.0075464963785,941.8331831501267,213.97617296904062,1189.3825391337086,221.37788244871015,955.6351361548305,192.62381042465103,1239.4317009411313
956.2997009426318,121.72640585888603,894.674000190211,31.975520071034037,1142.659799656384,249.67589879908627,1304.2162378286205,151.75779857426681,1400.194834866795,99.85548476506185,1033.008129748488,644.7640613548041,1063.075551176962,343.91279730228945,1340.407729351072,272.23559403078644,967.565484988862,151.97165625498317,1318.2412423048354
572.554056017871,-20.524372048957623,544.1338674647495,-109.1635688764013,746.8392819871574,129.75587403276188,940.8463341215637,56.85593257972136,975.5966697071714,57.13546604306792,576.6933453876585,585.9523056048148,728.7818911583399,182.56383098230987,969.3367377642934,135.80136485938246,489.3917088597919,-22.11881922571401,784.7240253304367
625.4719598883855,160.6809403766474,432.74170909244435,-78.11405669296855,565.3677492626006,118.89984436046538,679.3931374295677,86.89791653950105,641.5742044272101,127.82847356207462,601.3976488566033,514.4534958461849,764.2353571466664,157.6713282535042,886.7357013991756,126.8405442531053,407.6997942523206,45.42669359930146,604.3896212661808
467.0164962204242,75.24242851130028,352.3496293163662,-52.68943716718829,427.42306480110943,61.813819029253295,584.1723029833449,-32.619017758056685,750.289326123966,56.983784301432195,552.562353470294,432.28434510445226,685.8640840472484,237.253305847185,827.2439752280338,69.34730810366514,367.1044779022785,-68.32023913195279,495.2545055369769
224.9115691938359,23.72168695091418,187.63247940062027,-44.6122553960957,222.25687091868875,25.64210017068965,369.7905852924423,-67.2253356767533,532.5314339129053,-12.794254232007534,289.45319963667305,312.2022588866915,386.12994381325575,136.6135612657995,482.3651349033927,-13.785079192882625,176.64664141664414,-101.3809010111119,256.61769557275323
