0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,0.8735379295886845,0.34595880152635466,0.4159673451447652,-0.4264028886694188,-0.4859978071630791,-0.5524889707957511,-0.5714495091655426,-0.5166623576890984,-0.5144215150775096,-0.2022969780989849,0.11289708870851425,-0.3581986997624025,-0.2354940298450725,-0.4040183261681802,-0.4923949071110085,0.4332361454887469,-0.10051032243545319,0.1459428431662411
0.8735379295886845,1.0,0.2873444631513403,0.5080861207120887,-0.3407342327954891,-0.4535898244080386,-0.4844929129926718,-0.5665214723315017,-0.4941786255303939,-0.508538214678393,-0.28579987980613,0.13340035725969873,-0.30048617332198174,-0.22044826709749643,-0.32756999768245837,-0.506229377470056,0.41537978587974855,-0.12607533199256785,0.12819037614309808
0.34595880152635466,0.2873444631513403,1.0,0.6563042884735327,-0.12655592223161347,-0.09570677717497884,-0.5019611300023449,-0.35010326972425787,-0.4321455885153859,-0.31878429452209867,0.2413109444936019,-0.06521316210468142,-0.2789036788247562,-0.11294268239877697,-0.47867526759898543,-0.010075414423338964,0.7919721742096366,-0.04780646151745662,-0.08730849379030914
0.4159673451447652,0.5080861207120887,0.6563042884735327,1.0,-0.08449924830043705,-0.04837576856875188,-0.5059121559662751,-0.40265464257121747,-0.5119723345305806,-0.42047677754863744,-0.0038509117986454313,-0.010174035219806817,-0.21620968022662942,-0.018203619037284735,-0.3980514978728192,-0.23698853512529494,0.7856048374236196,-0.05896905180157775,-0.07661009995833093
-0.4264028886694188,-0.3407342327954891,-0.12655592223161347,-0.08449924830043705,1.0,0.7128516029687348,0.49256656503586965,0.3015697778584271,0.06295699572126667,0.07103374994021742,0.010402484728036433,-0.002490718791423492,0.38159845533919806,0.2482804869352314,0.04600442865713908,-0.06319014236650948,-0.1220276244419992,-0.052135855841118836,-0.2909472439267733
-0.4859978071630791,-0.4535898244080386,-0.09570677717497884,-0.04837576856875188,0.7128516029687348,1.0,0.42987671441071684,0.4863081290479896,0.14059866838955742,0.1762295895834927,0.07703873111895218,-0.3178002391334892,0.19942640720593952,0.33896956109968784,0.05319208763173915,0.1854885554994334,-0.1718220288741234,0.016499538085118254,-0.24012643120971872
-0.5524889707957511,-0.4844929129926718,-0.5019611300023449,-0.5059121559662751,0.49256656503586965,0.42987671441071684,1.0,0.6533807382896358,0.6288132595505355,0.5189073964789505,-0.1674739221474912,-0.16715613990398065,0.20988871891504296,0.11483825486735726,0.28062721994258566,0.2177257826640349,-0.5188930898113967,-0.12016036287856592,-0.3189955179133718
-0.5714495091655426,-0.5665214723315017,-0.35010326972425787,-0.40265464257121747,0.3015697778584271,0.4863081290479896,0.6533807382896358,1.0,0.6290808852290263,0.8133286107105119,0.060621411229477846,-0.47117856594965013,0.2100968699726344,0.10471601312462439,0.39110220377570065,0.38614311952546637,-0.4577774986725439,-0.06833843127754072,-0.37558521675039475
-0.5166623576890984,-0.4941786255303939,-0.4321455885153859,-0.5119723345305806,0.06295699572126667,0.14059866838955742,0.6288132595505355,0.6290808852290263,1.0,0.8025170248996674,-0.10340050981749002,-0.23856160932135953,0.03220570856618328,0.059224383729171666,0.39468148742078835,0.4542733715801064,-0.4578353097455993,-0.12814163737937573,-0.3200227367262502
-0.5144215150775096,-0.508538214678393,-0.31878429452209867,-0.42047677754863744,0.07103374994021742,0.1762295895834927,0.5189073964789505,0.8133286107105119,0.8025170248996674,1.0,0.07672963493437683,-0.35635498721728925,0.13478859977663105,-0.01032134864596706,0.4189430950735854,0.3735470531523815,-0.42760335388455056,-0.08965197313857802,-0.3441447704259865
-0.2022969780989849,-0.28579987980613,0.2413109444936019,-0.0038509117986454313,0.010402484728036433,0.07703873111895218,-0.1674739221474912,0.060621411229477846,-0.10340050981749002,0.07672963493437683,1.0,0.03276456930529033,0.42067340941995895,0.09123681831288748,0.029286474566687638,0.24835217182329794,-0.044844114402198605,0.02423839369054088,-0.15369942522741922
0.11289708870851425,0.13340035725969873,-0.06521316210468142,-0.010174035219806817,-0.002490718791423492,-0.3178002391334892,-0.16715613990398065,-0.47117856594965013,-0.23856160932135953,-0.35635498721728925,0.03276456930529033,1.0,0.3465305522643279,0.18016524264183234,-0.011724847057224567,-0.7440630114150967,0.021604524594243925,-0.1616688703463956,0.30948842884453615
-0.3581986997624025,-0.30048617332198174,-0.2789036788247562,-0.21620968022662942,0.38159845533919806,0.19942640720593952,0.20988871891504296,0.2100968699726344,0.03220570856618328,0.13478859977663105,0.42067340941995895,0.3465305522643279,1.0,0.327159314708623,0.3770581135802106,-0.11733568907720454,-0.3227971448837157,-0.1501875345200641,-0.19943584808657405
-0.2354940298450725,-0.22044826709749643,-0.11294268239877697,-0.018203619037284735,0.2482804869352314,0.33896956109968784,0.11483825486735726,0.10471601312462439,0.059224383729171666,-0.01032134864596706,0.09123681831288748,0.18016524264183234,0.327159314708623,1.0,0.16106130265257965,-0.191045630069881,-0.032438410744023816,-0.19944872262812188,0.011427556526524683
-0.4040183261681802,-0.32756999768245837,-0.47867526759898543,-0.3980514978728192,0.04600442865713908,0.05319208763173915,0.28062721994258566,0.39110220377570065,0.39468148742078835,0.4189430950735854,0.029286474566687638,-0.011724847057224567,0.3770581135802106,0.16106130265257965,1.0,0.15961191423037271,-0.5293794948737656,0.006773985418180174,-0.17235876498928376
-0.4923949071110085,-0.506229377470056,-0.010075414423338964,-0.23698853512529494,-0.06319014236650948,0.1854885554994334,0.2177257826640349,0.38614311952546637,0.4542733715801064,0.3735470531523815,0.24835217182329794,-0.7440630114150967,-0.11733568907720454,-0.191045630069881,0.15961191423037271,1.0,-0.1623094089359644,0.21620755324525304,-0.27278644627949183
0.4332361454887469,0.41537978587974855,0.7919721742096366,0.7856048374236196,-0.1220276244419992,-0.1718220288741234,-0.5188930898113967,-0.4577774986725439,-0.4578353097455993,-0.42760335388455056,-0.044844114402198605,0.021604524594243925,-0.3227971448837157,-0.032438410744023816,-0.5293794948737656,-0.1623094089359644,1.0,-0.10588897925542938,-0.04251623680537098
